,Compound,Date,Negative,Neutral,News Channel,Positive,Tweet,Tweets Ago
256,0.0,Sat Jan 13 00:01:06 +0000 2018,1.0,0.0,@CNN,0.0,This Nigerian couple married seven days after meeting on Facebook https://t.co/MYnkP2gB0S https://t.co/OFngVZxVlf,57
257,0.0,Fri Jan 12 23:54:06 +0000 2018,1.0,0.0,@CNN,0.0,"Chris Cillizza: Oprah is following the path of ""a very traditional candidate"" https://t.co/0ucKwBuBtr https://t.co/yB6AlVADoW",58
258,0.296,Fri Jan 12 23:48:07 +0000 2018,0.891,0.0,@CNN,0.109,Shares in Viacom and CBS jumped after a report that the sibling media companies might be reunited once again… https://t.co/hXHhqYzcGf,59
259,-0.4767,Fri Jan 12 23:41:04 +0000 2018,0.795,0.205,@CNN,0.0,The immigrants who prove Trump wrong | By Amy Bass via @CNNOpinion https://t.co/znByieFF3F https://t.co/2nkVmBYnhy,60
260,-0.4215,Fri Jan 12 23:40:13 +0000 2018,0.859,0.141,@CNN,0.0,President Trump’s longtime attorney denies that Trump had a sexual encounter with a porn star in 2006 following a W… https://t.co/1T3T6sSWbm,61
261,0.8718,Fri Jan 12 23:33:16 +0000 2018,0.588,0.068,@CNN,0.343,"RT @CNNSitRoom: ""My grandmother, who was very poor, but was very wise, she would...always say, if it walks like a duck, quacks like a duck,…",62
262,-0.9186,Fri Jan 12 23:33:03 +0000 2018,0.5,0.5,@CNN,0.0,"A former Idaho state representative who resigned last fall amid sexual abuse accusations has killed himself, offici… https://t.co/bzDgQ9bu5C",63
263,0.0,Fri Jan 12 23:26:59 +0000 2018,1.0,0.0,@CNN,0.0,"Florida man, 20, claims $450 million lottery jackpot https://t.co/8yCzI5L0zl https://t.co/06PI25jYDz",64
264,0.0,Fri Jan 12 23:13:17 +0000 2018,1.0,0.0,@CNN,0.0,Female soccer fans in Saudi Arabia have attended their first match. The game was the first time a major sporting ev… https://t.co/UXJkiRdMJN,65
265,0.6249,Fri Jan 12 23:11:05 +0000 2018,0.797,0.0,@CNN,0.203,"""In the grand scheme ... it's not going to turn any supporter I know of from him.""

Here's a look at how President… https://t.co/VW1DfPAHWh",66
266,0.4404,Fri Jan 12 23:10:07 +0000 2018,0.888,0.0,@CNN,0.112,"RT @CNNSitRoom: ""We have to decide as a country that we are better than this...it's going to require people on the left, on the right...Dem…",67
267,0.5574,Fri Jan 12 23:04:15 +0000 2018,0.714,0.0,@CNN,0.286,The Supreme Court takes up a Texas redistricting case https://t.co/rTtIaJflTa https://t.co/szsX5NL0AW,68
268,0.3612,Fri Jan 12 22:53:11 +0000 2018,0.889,0.0,@CNN,0.111,"""It was like a torrent of water and boulders and rocks and mud."" Firefighters captured footage of this car being sw… https://t.co/rmBRBTAgL5",69
269,0.0,Fri Jan 12 22:38:45 +0000 2018,1.0,0.0,@CNN,0.0,Airbus built a lot of planes for China last year -- but can't deliver them https://t.co/1bLym6bDkb https://t.co/I2dxBGZyK8,70
270,0.0,Fri Jan 12 22:24:20 +0000 2018,1.0,0.0,@CNN,0.0,"They're nurses, accountants, students. Some of them come from places that US President Trump has reportedly called… https://t.co/bm24sxEtXq",71
271,-0.5719,Fri Jan 12 22:12:31 +0000 2018,0.829,0.171,@CNN,0.0,"RT @TheLeadCNN: Republican Gov. John Kasich: Time to ""move on"" from President Trump's crude remarks about other countries https://t.co/pSsT…",72
272,0.0,Fri Jan 12 22:11:58 +0000 2018,1.0,0.0,@CNN,0.0,"Republican Gov. John Kasich on President Trump's vulgar remarks: ""The comments were ... totally inappropriate and w… https://t.co/jYZGf1iuzt",73
273,0.4939,Fri Jan 12 22:10:10 +0000 2018,0.833,0.0,@CNN,0.167,"RT @TheLeadCNN: CNN's Dr. Sanjay Gupta: President Trump's diet is ""pretty atrocious ... it's extraordinary, really"" https://t.co/AptzG7DwLI",74
274,0.0,Fri Jan 12 22:00:51 +0000 2018,1.0,0.0,@CNN,0.0,"A day after President Trump reportedly made highly incendiary comments about immigrants and African countries, two… https://t.co/87L3siZ1hK",75
275,0.0,Fri Jan 12 21:55:07 +0000 2018,1.0,0.0,@CNN,0.0,House Speaker Paul Ryan said Republicans will not attach an immigration deal to a must-pass spending bill ahead of… https://t.co/6LfJJEldej,76
276,-0.296,Fri Jan 12 21:40:06 +0000 2018,0.891,0.109,@CNN,0.0,"Cough and cold medicines containing opioid ingredients, such as codeine or hydrocodone, should no longer be given t… https://t.co/xoOalZklh3",77
277,-0.4019,Fri Jan 12 21:35:03 +0000 2018,0.863,0.137,@CNN,0.0,Intel says its patches for Spectre and Meltdown are causing problems for computers using its older chips… https://t.co/A9eeg2ZgMM,78
278,0.1779,Fri Jan 12 21:30:14 +0000 2018,0.914,0.0,@CNN,0.086,"Amazon CEO Jeff Bezos and his wife, MacKenzie, are donating $33 million to send 1,000 Dreamers to college… https://t.co/m2kyjl6k1P",79
279,0.5859,Fri Jan 12 21:27:09 +0000 2018,0.826,0.0,@CNN,0.174,Billionaire Democratic megadonor Tom Steyer will spend $30 million on an effort to win control of the House… https://t.co/UxJoulSUxX,80
280,-0.8229,Fri Jan 12 21:21:04 +0000 2018,0.65,0.35,@CNN,0.0,"Hillary Clinton criticized President Trump, saying he has ""ignorant, racist views of anyone who doesn't look like h… https://t.co/S3JrUlcDzn",81
281,0.128,Fri Jan 12 21:20:37 +0000 2018,0.933,0.0,@CNN,0.067,"RT @TheLeadCNN: .@jaketapper responds to Fox News host's defense of President Trump’s vulgar remarks: ""There is a word for people who go to…",82
282,-0.1027,Fri Jan 12 21:15:05 +0000 2018,0.778,0.122,@CNN,0.1,A review has found no improper political interference in a Treasury Department analysis of the Trump administration… https://t.co/7f9nY6ZolG,83
283,0.4939,Fri Jan 12 21:10:10 +0000 2018,0.824,0.0,@CNN,0.176,The Carrier plant that President Trump pledged to save lays off another 215 workers https://t.co/exANrz7eqT https://t.co/KhFcuRAV6N,84
284,0.4215,Fri Jan 12 21:03:12 +0000 2018,0.887,0.0,@CNN,0.113,"“He’s the President of the United States of America. We expect more of him. We expect him to be an example.”

Here’… https://t.co/u4YVGXtlqW",85
285,0.0,Fri Jan 12 20:58:48 +0000 2018,1.0,0.0,@CNN,0.0,"GOP Sen. Lindsey Graham was one of the several lawmakers who were in the room when President Trump made his ""shitho… https://t.co/k484SOfOMT",86
286,0.34,Fri Jan 12 20:55:06 +0000 2018,0.882,0.0,@CNN,0.118,The Administrative Office of the US Courts has established a working group to examine the safeguards in place withi… https://t.co/LSbSrZSjdX,87
287,0.0,Fri Jan 12 20:54:53 +0000 2018,1.0,0.0,@CNN,0.0,"The NAACP posted a statement on its website today that denounced President Trump’s recent remarks, calling this a ""… https://t.co/e3CFL4hXzS",88
288,0.0,Fri Jan 12 20:50:05 +0000 2018,1.0,0.0,@CNN,0.0,A new poll shows Oprah Winfrey with a double-digit lead over President Trump in a would-be 2020 general election ra… https://t.co/V5WRyS6pEV,89
289,0.0,Fri Jan 12 20:40:14 +0000 2018,1.0,0.0,@CNN,0.0,"London Mayor Sadiq Khan says President Trump ""got the message"" from Londoners after canceling his visit to the city https://t.co/2YqqCwhkCA",90
290,0.0094,Fri Jan 12 20:40:06 +0000 2018,0.786,0.106,@CNN,0.108,"""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back again… https://t.co/PO31h5oITf",91
291,0.0,Fri Jan 12 20:35:08 +0000 2018,1.0,0.0,@CNN,0.0,"Alta Fourie showed a picture of her home and manicured garden, which she called ""my shithole in Africa.""

President… https://t.co/okIIsBlG5H",92
292,0.0,Fri Jan 12 20:31:06 +0000 2018,1.0,0.0,@CNN,0.0,"Isaac Newton Farris Jr., Martin Luther King Jr.'s nephew, said that while he does not believe President Trump is a… https://t.co/uRloe52pPN",93
293,-0.7845,Fri Jan 12 20:26:03 +0000 2018,0.615,0.385,@CNN,0.0,"Flu stomps the nation, overwhelming ERs and leaving 20 children dead https://t.co/zqDlyDkWxi https://t.co/u6FsvIKnbF",94
294,-0.5106,Fri Jan 12 20:21:37 +0000 2018,0.82,0.18,@CNN,0.0,"Democratic Sen. Dick Durbin, who attended the immigration meeting, confirms President Trump made “shithole countrie… https://t.co/UsSWt3vwF7",95
295,-0.25,Fri Jan 12 20:16:45 +0000 2018,0.875,0.125,@CNN,0.0,The US ambassador to Panama has resigned over differences with the Trump administration https://t.co/Y5wXAGDkfJ https://t.co/JusbK9aUci,96
296,0.0,Fri Jan 12 20:15:09 +0000 2018,1.0,0.0,@CNN,0.0,"As Congress negotiates a deal to keep about 700,000 DACA recipients here in the US, some are considering whether ma… https://t.co/aJqhUAzMx8",97
297,0.1779,Fri Jan 12 20:10:07 +0000 2018,0.914,0.0,@CNN,0.086,"Amazon CEO Jeff Bezos and his wife, MacKenzie, are donating $33 million to send 1,000 Dreamers to college… https://t.co/63r1FQsnQF",98
298,-0.34,Fri Jan 12 20:05:07 +0000 2018,0.854,0.146,@CNN,0.0,"The Thomas Fire, once the largest in California history, is now 100% contained https://t.co/6VFcR9cwv3 https://t.co/wKNa9Bv9it",99
299,0.0,Fri Jan 12 20:00:19 +0000 2018,1.0,0.0,@CNN,0.0,"After Trump cited disapproval with London's new US embassy as the reason for canceling his visit to the city, Madam… https://t.co/CaWYhFDfeH",100
300,0.0,Sat Jan 13 04:25:11 +0000 2018,1.0,0.0,@FoxNews,0.0,Pilots assigned to the @USNavy @BlueAngels walk down the flight line before entering their jets during winter train… https://t.co/6wNGnmBU2C,1
301,-0.0572,Sat Jan 13 04:11:46 +0000 2018,0.908,0.092,@FoxNews,0.0,.@TuckerCarlson: #Trump's 'S---hole' Comment Forcing a Conversation Our Leaders Don't Want to Have https://t.co/Sxp5QlRoNV,2
302,0.0,Sat Jan 13 03:50:03 +0000 2018,1.0,0.0,@FoxNews,0.0,.@sendavidperdue and @SenTomCotton issued a statement on yesterday's immigration meeting in the Oval Office with Pr… https://t.co/2SLCug08EX,3
303,-0.5106,Sat Jan 13 03:48:32 +0000 2018,0.68,0.32,@FoxNews,0.0,47 @RoyalCaribbean passengers sick with gastrointestinal bug https://t.co/3yiZNvx4Vx,4
304,-0.34,Sat Jan 13 03:42:33 +0000 2018,0.844,0.156,@FoxNews,0.0,Hannity &amp; Gingrich Fire Back at Obama Over His Comments About Fox News https://t.co/qCKrn9XpRr,5
305,0.5859,Sat Jan 13 03:30:05 +0000 2018,0.743,0.0,@FoxNews,0.257,"On Friday, @POTUS honored Martin Luther King, Jr. Day with proclamation. https://t.co/3VFXEZPHts",6
306,0.0,Sat Jan 13 03:24:56 +0000 2018,1.0,0.0,@FoxNews,0.0,"Las Vegas shooter's girlfriend said she handled his ammo, helped him load magazines, unsealed docs say (via… https://t.co/48HdxiIyqG",7
307,0.0,Sat Jan 13 03:17:42 +0000 2018,1.0,0.0,@FoxNews,0.0,"Kevin Jackson: ""@realDonaldTrump is proving that when you're a leader and you go out and you do the right things, t… https://t.co/f7DQMWNpOP",8
308,-0.6908,Sat Jan 13 03:15:06 +0000 2018,0.695,0.305,@FoxNews,0.0,"Moments ago, @HillaryClinton slammed President @realDonaldTrump, accusing him of ""ignorant, racist views of anyone… https://t.co/XlxrFwL7tH",9
309,0.2382,Sat Jan 13 03:13:09 +0000 2018,0.907,0.0,@FoxNews,0.093,"Garland Nixon on DACA: ""Republicans may feel good but they weren't paying attention to what happened in Virginia, a… https://t.co/MQrEn3ssRg",10
310,0.128,Sat Jan 13 03:05:19 +0000 2018,0.758,0.109,@FoxNews,0.133,'Angel Mom' Slams Congress for Lack of Progress on Immigration: 'Do What You Were Elected to Do' https://t.co/aIixd7lKbS,11
311,-0.7906,Sat Jan 13 03:01:00 +0000 2018,0.533,0.467,@FoxNews,0.0,Steven Seagal accused of raping movie extra in 1993 https://t.co/UP0ALhe2HY,12
312,-0.0015,Sat Jan 13 02:51:04 +0000 2018,0.806,0.097,@FoxNews,0.097,"""Republicans are 100% right. We'll be doing DACA 2.0 in two years if we don't have better border security, and that… https://t.co/VD4CPQKBeT",13
313,0.0,Sat Jan 13 02:50:00 +0000 2018,1.0,0.0,@FoxNews,0.0,Illinois AG candidate robbed at gunpoint in Chicago during campaign photoshoot https://t.co/ACP7ZHwLfm,14
314,0.5106,Sat Jan 13 02:40:02 +0000 2018,0.798,0.0,@FoxNews,0.202,"At a @WhiteHouse event honoring Martin Luther King Day, @SecretaryCarson offered a message of unity. https://t.co/uIZkH7vdto",15
315,0.0,Sat Jan 13 02:34:42 +0000 2018,1.0,0.0,@FoxNews,0.0,"Former President @BarackObama resurfaced on Friday and took a shot at Fox News viewers, saying they’re “living on a… https://t.co/rgft1XNsWX",16
316,0.4019,Sat Jan 13 02:33:22 +0000 2018,0.876,0.0,@FoxNews,0.124,".@AlanDersh: ""I don't think the Russians tried to influence the election necessarily in favor of one candidate or t… https://t.co/KN1Pu6MfXw",17
317,0.34,Sat Jan 13 02:30:00 +0000 2018,0.882,0.0,@FoxNews,0.118,'She's So Out of It': @IngrahamAngle Takes on @NancyPelosi for Saying Companies Just Giving Out 'Crumbs' After Tax… https://t.co/xT8tWWiUEw,18
318,0.0,Sat Jan 13 02:26:04 +0000 2018,1.0,0.0,@FoxNews,0.0,.@realDonaldTrump has first presidential physical: What to know https://t.co/o8otIwiNIg,19
319,0.0,Sat Jan 13 02:15:06 +0000 2018,1.0,0.0,@FoxNews,0.0,Former @WhiteHouse Communications Director Anthony @Scaramucci defended President @realDonaldTrump against charges… https://t.co/H0XuaupHsw,20
320,0.0,Sat Jan 13 04:25:11 +0000 2018,1.0,0.0,@FoxNews,0.0,Pilots assigned to the @USNavy @BlueAngels walk down the flight line before entering their jets during winter train… https://t.co/6wNGnmBU2C,21
321,-0.0572,Sat Jan 13 04:11:46 +0000 2018,0.908,0.092,@FoxNews,0.0,.@TuckerCarlson: #Trump's 'S---hole' Comment Forcing a Conversation Our Leaders Don't Want to Have https://t.co/Sxp5QlRoNV,22
322,0.0,Sat Jan 13 03:50:03 +0000 2018,1.0,0.0,@FoxNews,0.0,.@sendavidperdue and @SenTomCotton issued a statement on yesterday's immigration meeting in the Oval Office with Pr… https://t.co/2SLCug08EX,23
323,-0.5106,Sat Jan 13 03:48:32 +0000 2018,0.68,0.32,@FoxNews,0.0,47 @RoyalCaribbean passengers sick with gastrointestinal bug https://t.co/3yiZNvx4Vx,24
324,-0.34,Sat Jan 13 03:42:33 +0000 2018,0.844,0.156,@FoxNews,0.0,Hannity &amp; Gingrich Fire Back at Obama Over His Comments About Fox News https://t.co/qCKrn9XpRr,25
325,0.5859,Sat Jan 13 03:30:05 +0000 2018,0.743,0.0,@FoxNews,0.257,"On Friday, @POTUS honored Martin Luther King, Jr. Day with proclamation. https://t.co/3VFXEZPHts",26
326,0.0,Sat Jan 13 03:24:56 +0000 2018,1.0,0.0,@FoxNews,0.0,"Las Vegas shooter's girlfriend said she handled his ammo, helped him load magazines, unsealed docs say (via… https://t.co/48HdxiIyqG",27
327,0.0,Sat Jan 13 03:17:42 +0000 2018,1.0,0.0,@FoxNews,0.0,"Kevin Jackson: ""@realDonaldTrump is proving that when you're a leader and you go out and you do the right things, t… https://t.co/f7DQMWNpOP",28
328,-0.6908,Sat Jan 13 03:15:06 +0000 2018,0.695,0.305,@FoxNews,0.0,"Moments ago, @HillaryClinton slammed President @realDonaldTrump, accusing him of ""ignorant, racist views of anyone… https://t.co/XlxrFwL7tH",29
329,0.2382,Sat Jan 13 03:13:09 +0000 2018,0.907,0.0,@FoxNews,0.093,"Garland Nixon on DACA: ""Republicans may feel good but they weren't paying attention to what happened in Virginia, a… https://t.co/MQrEn3ssRg",30
330,0.128,Sat Jan 13 03:05:19 +0000 2018,0.758,0.109,@FoxNews,0.133,'Angel Mom' Slams Congress for Lack of Progress on Immigration: 'Do What You Were Elected to Do' https://t.co/aIixd7lKbS,31
331,-0.7906,Sat Jan 13 03:01:00 +0000 2018,0.533,0.467,@FoxNews,0.0,Steven Seagal accused of raping movie extra in 1993 https://t.co/UP0ALhe2HY,32
332,-0.0015,Sat Jan 13 02:51:04 +0000 2018,0.806,0.097,@FoxNews,0.097,"""Republicans are 100% right. We'll be doing DACA 2.0 in two years if we don't have better border security, and that… https://t.co/VD4CPQKBeT",33
333,0.0,Sat Jan 13 02:50:00 +0000 2018,1.0,0.0,@FoxNews,0.0,Illinois AG candidate robbed at gunpoint in Chicago during campaign photoshoot https://t.co/ACP7ZHwLfm,34
334,0.5106,Sat Jan 13 02:40:02 +0000 2018,0.798,0.0,@FoxNews,0.202,"At a @WhiteHouse event honoring Martin Luther King Day, @SecretaryCarson offered a message of unity. https://t.co/uIZkH7vdto",35
335,0.0,Sat Jan 13 02:34:42 +0000 2018,1.0,0.0,@FoxNews,0.0,"Former President @BarackObama resurfaced on Friday and took a shot at Fox News viewers, saying they’re “living on a… https://t.co/rgft1XNsWX",36
336,0.4019,Sat Jan 13 02:33:22 +0000 2018,0.876,0.0,@FoxNews,0.124,".@AlanDersh: ""I don't think the Russians tried to influence the election necessarily in favor of one candidate or t… https://t.co/KN1Pu6MfXw",37
337,0.34,Sat Jan 13 02:30:00 +0000 2018,0.882,0.0,@FoxNews,0.118,'She's So Out of It': @IngrahamAngle Takes on @NancyPelosi for Saying Companies Just Giving Out 'Crumbs' After Tax… https://t.co/xT8tWWiUEw,38
338,0.0,Sat Jan 13 02:26:04 +0000 2018,1.0,0.0,@FoxNews,0.0,.@realDonaldTrump has first presidential physical: What to know https://t.co/o8otIwiNIg,39
339,0.0,Sat Jan 13 02:15:06 +0000 2018,1.0,0.0,@FoxNews,0.0,Former @WhiteHouse Communications Director Anthony @Scaramucci defended President @realDonaldTrump against charges… https://t.co/H0XuaupHsw,40
340,0.0,Sat Jan 13 02:11:58 +0000 2018,1.0,0.0,@FoxNews,0.0,"RT @FoxNewsResearch: Since 1990, at least 231 tunnels have been discovered along the U.S.-Mexico border—more than 80% of the tunnels crosse…",41
341,0.1779,Sat Jan 13 02:04:46 +0000 2018,0.904,0.0,@FoxNews,0.096,U.N. Ambassador @nikkihaley released a statement after @POTUS announced Friday that he will extend waivers for Iran… https://t.co/pBsRXsF3W4,42
342,0.3182,Sat Jan 13 02:01:00 +0000 2018,0.645,0.135,@FoxNews,0.219,Nunes charges 'abuse' of government surveillance by FBI and Justice officials https://t.co/wdbg5CAZjo,43
343,0.5423,Sat Jan 13 01:54:49 +0000 2018,0.72,0.0,@FoxNews,0.28,"Wall Street hits new highs on earnings optimism, data https://t.co/kcUhvrCEtT",44
344,-0.5423,Sat Jan 13 01:47:37 +0000 2018,0.739,0.16,@FoxNews,0.101,".@TulsiGabbard on surveillance in the US: ""When you look at what terrorists want, they want us to give up our right… https://t.co/J2wvfWfEPo",45
345,0.0,Sat Jan 13 01:35:02 +0000 2018,1.0,0.0,@FoxNews,0.0,Owner of urn donated to Goodwill being sought by Washington State police https://t.co/IwXQ8fWup0,46
346,0.0,Sat Jan 13 01:22:47 +0000 2018,1.0,0.0,@FoxNews,0.0,"South Carolina authorities searching for escaped inmate, sheriff says https://t.co/66LpxnOY5g",47
347,-0.5574,Sat Jan 13 01:15:00 +0000 2018,0.381,0.419,@FoxNews,0.2,Online love scams break hearts and leave many in financial ruin https://t.co/MsvOoSxWRA,48
348,0.5719,Sat Jan 13 01:05:00 +0000 2018,0.654,0.0,@FoxNews,0.346,.@WhiteHouse physician: @POTUS in 'excellent health' https://t.co/fHjTRSJEgr https://t.co/YdJEvHh9DS,49
349,0.0,Sat Jan 13 01:03:59 +0000 2018,1.0,0.0,@FoxNews,0.0,.@AriFleischer's Advice to Trump After 'S***hole' Controversy: 'Focus on Substance' https://t.co/Z29pVYYYPr,50
350,0.0,Sat Jan 13 00:52:23 +0000 2018,1.0,0.0,@FoxNews,0.0,"Julie Vader on #TonyaHarding movie: ""If all I knew about Tonya Harding was what I saw in that movie, I would have t… https://t.co/62LvobMEGR",51
351,0.0,Sat Jan 13 00:49:17 +0000 2018,1.0,0.0,@FoxNews,0.0,.@DrMarcSiegel: What Trump's physical will (and won't) tell us https://t.co/Ahpw1nKzQh,52
352,0.0,Sat Jan 13 00:43:51 +0000 2018,1.0,0.0,@FoxNews,0.0,Texas immigrants detail life on the DACA 'roller coaster' https://t.co/IzxlTJ0opx,53
353,-0.0572,Sat Jan 13 00:42:17 +0000 2018,0.94,0.06,@FoxNews,0.0,"Fred Fleitz on @POTUS extending Iran sanctions: ""North Korea is the president's priority. He does not want both sit… https://t.co/DiNqMqEYiF",54
354,0.0,Sat Jan 13 00:34:40 +0000 2018,1.0,0.0,@FoxNews,0.0,",@JessicaTarlov on 2018 midterms: ""We need messaging based on policy and @TheDemocrats need to get that under contr… https://t.co/57rvmg6Ewu",55
355,-0.0516,Sat Jan 13 00:29:42 +0000 2018,0.812,0.098,@FoxNews,0.09,".@nedryun on 2018 midterms: With all of these things going well in the economy, I'm still confused as to what… https://t.co/4xLidadoZr",56
356,-0.3818,Sat Jan 13 00:19:08 +0000 2018,0.63,0.236,@FoxNews,0.134,".@Richardafowler on immigration reform: ""The Statue of Liberty says 'bring us your poor, your tired and your huddle… https://t.co/gjdN8DJeQZ",57
357,0.0,Sat Jan 13 00:08:45 +0000 2018,1.0,0.0,@FoxNews,0.0,"Mary Ann Mendoza on sanctuary cities: ""This isn't just about Sgt. Brandon Mendoza or Kate Steinle, this is about te… https://t.co/ZxymSE1Tdd",58
358,-0.6077,Sat Jan 13 00:05:49 +0000 2018,0.779,0.221,@FoxNews,0.0,OPINION:  What's really behind the furious efforts by Democrats' to spin the Trump dossier https://t.co/2T1jUZDTbN,59
359,-0.4767,Sat Jan 13 00:04:26 +0000 2018,0.662,0.238,@FoxNews,0.099,Rob Lowe slams Bella Thorne over tweet after Santa Barbara mudslides https://t.co/gyucDpeXWl,60
360,0.0,Fri Jan 12 23:38:07 +0000 2018,1.0,0.0,@FoxNews,0.0,"RT @MikeEmanuelFox: Spending bill negotiations complicated by immigration debate - from #SpecialReport tonight: 
https://t.co/vxpwxlOQeW",61
361,0.0,Fri Jan 12 23:34:27 +0000 2018,1.0,0.0,@FoxNews,0.0,The same Russian government-aligned hackers who penetrated the #DemocraticParty have spent the past few months layi… https://t.co/K9qhGSN1cn,62
362,-0.34,Fri Jan 12 23:27:00 +0000 2018,0.789,0.211,@FoxNews,0.0,"#Trump rep, former porn star deny ‘hush money’ claims https://t.co/EmnFrn7QBs",63
363,0.0,Fri Jan 12 23:12:51 +0000 2018,1.0,0.0,@FoxNews,0.0,Former President @BillClinton posted comments about Haiti on social media Friday and pushed back against the profan… https://t.co/mcI7vjbmtK,64
364,0.0,Fri Jan 12 22:57:34 +0000 2018,1.0,0.0,@FoxNews,0.0,".@POTUS waives Iran nuclear sanctions, in ‘last chance’ for Obama-era deal https://t.co/W26hAtBtZO",65
365,-0.6597,Fri Jan 12 22:50:39 +0000 2018,0.649,0.351,@FoxNews,0.0,"Tonya Harding's mother says her daughter is a liar, disputes movie portrayal https://t.co/ka9qcivCQn",66
366,-0.4588,Fri Jan 12 22:43:00 +0000 2018,0.476,0.341,@FoxNews,0.183,Original Mouseketeer Doreen Tracey dead at 74 https://t.co/kgPp5GNrC1,67
367,-0.5267,Fri Jan 12 22:35:52 +0000 2018,0.551,0.318,@FoxNews,0.131,Cornell student's comments on 'Fox &amp; Friends' about her school's liberal bias led to severe harassment https://t.co/ZN4XXy6OK4,68
368,-0.7003,Fri Jan 12 22:23:11 +0000 2018,0.655,0.345,@FoxNews,0.0,".@wikileaks founder @JulianAssange's poor hygiene sparks complaints at Ecuador Embassy, report says https://t.co/Myq9g4EjVg",69
369,0.0,Fri Jan 12 22:14:54 +0000 2018,1.0,0.0,@FoxNews,0.0,".@JesseBWatters on @POTUS' 's---hole' comments: ""The point he was making is that these countries that he was talkin… https://t.co/doFs8zUkb8",70
370,0.2023,Fri Jan 12 22:06:13 +0000 2018,0.781,0.0,@FoxNews,0.219,Wallace: Trump's 'S***hole' Remark Makes It Tougher to Reach Immigration Deal https://t.co/OwQQWDe95E,71
371,-0.7506,Fri Jan 12 22:04:40 +0000 2018,0.726,0.274,@FoxNews,0.0,".@marc_lotter on #DonaldTrump canceling London trip: ""The one thing that we know is that [@POTUS] hates a bad deal.… https://t.co/bf0f7rK8cn",72
372,0.0757,Fri Jan 12 21:58:32 +0000 2018,0.736,0.104,@FoxNews,0.16,".@marc_lotter on UK lawmakers not welcoming @POTUS: ""I can't tell you the number of times we welcomed a political o… https://t.co/qruOIHsKki",73
373,0.357,Fri Jan 12 21:50:40 +0000 2018,0.659,0.101,@FoxNews,0.24,OPINION: Trump thinks words don't matter. He's wrong https://t.co/AxkOsrUmRV,74
374,0.0,Fri Jan 12 21:47:17 +0000 2018,1.0,0.0,@FoxNews,0.0,"South Carolina authorities searching for escaped inmate, sheriff says https://t.co/ugCAYxQl81",75
375,0.0,Fri Jan 12 21:42:58 +0000 2018,1.0,0.0,@FoxNews,0.0,"Moments ago, former @WhiteHouse Communications Director Anthony @Scaramucci defended President @realDonaldTrump aga… https://t.co/ETipqrQO2M",76
376,0.0,Fri Jan 12 21:40:49 +0000 2018,1.0,0.0,@FoxNews,0.0,"DOG-GONE IT: Roscoe, a K-9 officer with @VacavillePolice​, was trying his hardest to get around in his new protecti… https://t.co/HNhmzDmafw",77
377,-0.34,Fri Jan 12 21:31:00 +0000 2018,0.821,0.179,@FoxNews,0.0,"Trump rep, former porn star deny ‘hush money’ claims - via @brookefoxnews
https://t.co/HwJN49596E",78
378,0.3182,Fri Jan 12 21:24:00 +0000 2018,0.795,0.075,@FoxNews,0.13,Petty Officer 2nd Class Derick Arneberg had a tank full of fishy friends looking on as he re-enlisted in the @USCG. https://t.co/RSEBzyEUiL,79
379,0.0,Fri Jan 12 21:15:05 +0000 2018,1.0,0.0,@FoxNews,0.0,RT @FoxBusiness: #BreakingNews: Dow closes at a record high. This is the 77th record close for the Dow under @POTUS. https://t.co/zgW0LgVsL…,80
380,0.357,Fri Jan 12 21:07:15 +0000 2018,0.659,0.101,@FoxNews,0.24,OPINION: #Trump thinks words don't matter. He's wrong https://t.co/AxkOsrUmRV,81
381,0.0258,Fri Jan 12 20:30:39 +0000 2018,0.761,0.117,@FoxNews,0.122,Baltimore hospital video fallout: Woman who identifies as patient's mom says she was mocked by security https://t.co/3XQNIjViSc,82
382,0.0,Fri Jan 12 20:16:27 +0000 2018,1.0,0.0,@FoxNews,0.0,"Megyn Kelly irks embattled NBC execs by trying to explore gender gap issues of sister network E!, report says https://t.co/MkUf28MzOB",83
383,-0.6908,Fri Jan 12 20:07:57 +0000 2018,0.695,0.305,@FoxNews,0.0,"Moments ago, @HillaryClinton slammed President @realDonaldTrump, accusing him of ""ignorant, racist views of anyone… https://t.co/LJCnhgtoaH",84
384,0.34,Fri Jan 12 19:54:21 +0000 2018,0.882,0.0,@FoxNews,0.118,'She's So Out of It': @IngrahamAngle Takes on @NancyPelosi for Saying Companies Just Giving Out 'Crumbs' After Tax… https://t.co/o4T0yn9kym,85
385,0.6249,Fri Jan 12 19:51:56 +0000 2018,0.711,0.059,@FoxNews,0.23,Trump warns that fresh waivers for Iran nuclear sanctions mark “last chance” to fix and save nuclear deal – via… https://t.co/jINiLcvgvA,86
386,-0.7003,Fri Jan 12 19:46:31 +0000 2018,0.674,0.326,@FoxNews,0.0,".@WikiLeaks founder @JulianAssange's poor hygiene sparks complaints at Ecuador Embassy, report says https://t.co/yat3Cw9Nsw #FoxNews",87
387,0.5106,Fri Jan 12 19:41:02 +0000 2018,0.798,0.0,@FoxNews,0.202,"At a @WhiteHouse event honoring Martin Luther King Day, @SecretaryCarson offered a message of unity. https://t.co/lHSmlAHccT",88
388,-0.5423,Fri Jan 12 19:35:45 +0000 2018,0.72,0.28,@FoxNews,0.0,Teen cell phone addiction: How bad has it gotten? https://t.co/IpKbE5ywrb,89
